ensgene,WT1,WT2,WT3,KO1,KO2,KO3
ENSMUSG00000097953,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097954,1 ,2 ,0 ,1 ,0 ,1 
ENSMUSG00000097955,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097957,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097958,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097959,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097961,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097962,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097963,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097964,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097965,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097966,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097967,3 ,2 ,0 ,0 ,2 ,0 
ENSMUSG00000097968,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097970,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097972,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097973,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097975,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097976,0 ,1 ,2 ,0 ,0 ,0 
ENSMUSG00000097977,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097980,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097981,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097982,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097983,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097984,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097985,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097986,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000097987,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097989,3 ,1 ,0 ,0 ,2 ,0 
ENSMUSG00000097991,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097992,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097995,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097996,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097997,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097998,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097999,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000098000,2 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000098002,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000098003,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098004,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098005,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098006,0 ,4 ,0 ,3 ,2 ,2 
ENSMUSG00000098007,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098008,0 ,0 ,1 ,0 ,0 ,1 
ENSMUSG00000098009,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098010,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098011,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098012,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098013,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098014,0 ,0 ,0 ,2 ,0 ,0 
ENSMUSG00000098015,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098016,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098017,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098019,1 ,0 ,6 ,2 ,2 ,0 
ENSMUSG00000098021,1 ,1 ,0 ,1 ,1 ,0 
ENSMUSG00000098023,2 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098024,6 ,3 ,3 ,1 ,3 ,1 
ENSMUSG00000098025,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098026,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098027,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098028,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000098029,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098030,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098031,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098033,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098035,0 ,0 ,0 ,2 ,0 ,2 
ENSMUSG00000098036,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098038,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098039,0 ,2 ,0 ,0 ,2 ,1 
ENSMUSG00000098040,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098041,2 ,3 ,0 ,6 ,2 ,5 
ENSMUSG00000098042,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098043,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000098044,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098045,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098046,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098047,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098048,1 ,0 ,0 ,3 ,5 ,6 
ENSMUSG00000098050,8 ,1 ,5 ,2 ,1 ,2 
ENSMUSG00000098051,1 ,0 ,1 ,1 ,0 ,2 
ENSMUSG00000098052,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098053,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098054,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098055,3 ,4 ,0 ,1 ,4 ,0 
ENSMUSG00000098056,6 ,1 ,1 ,1 ,0 ,3 
ENSMUSG00000098057,0 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000098058,0 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000098059,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098060,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098062,3 ,0 ,3 ,4 ,2 ,2 
ENSMUSG00000098064,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098065,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000098066,3 ,0 ,1 ,2 ,1 ,1 
ENSMUSG00000098067,1 ,1 ,2 ,3 ,3 ,0 
ENSMUSG00000098068,1 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000098069,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098070,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098071,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098072,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098073,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098074,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098075,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098077,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098078,0 ,2 ,2 ,0 ,0 ,0 
ENSMUSG00000098079,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098080,0 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000098081,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098082,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098083,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098084,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098085,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098086,0 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000098087,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098088,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000098089,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098091,0 ,0 ,1 ,1 ,1 ,0 
ENSMUSG00000098092,0 ,0 ,2 ,0 ,0 ,4 
ENSMUSG00000098093,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098094,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098095,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098096,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098099,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098100,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098101,3 ,2 ,0 ,1 ,0 ,1 
ENSMUSG00000098102,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098103,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098104,1 ,2 ,0 ,0 ,1 ,1 
ENSMUSG00000098105,0 ,0 ,1 ,0 ,2 ,0 
ENSMUSG00000098106,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098107,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098108,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098109,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000098110,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098111,7 ,3 ,3 ,0 ,0 ,4 
ENSMUSG00000098114,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098115,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098116,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098118,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098119,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098120,1 ,0 ,0 ,2 ,2 ,3 
ENSMUSG00000098121,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098122,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098123,0 ,0 ,4 ,5 ,0 ,0 
ENSMUSG00000098124,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098125,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098126,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098127,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098128,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098129,0 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000098130,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098131,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000098135,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098136,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098137,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098138,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098139,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098140,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000098141,3 ,1 ,3 ,4 ,3 ,3 
ENSMUSG00000098142,1 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000098143,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098144,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098145,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098146,1 ,2 ,2 ,0 ,0 ,3 
ENSMUSG00000098147,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098149,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000098150,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098151,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098152,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098153,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098154,1 ,1 ,2 ,0 ,1 ,0 
ENSMUSG00000098155,0 ,0 ,0 ,1 ,2 ,0 
ENSMUSG00000098156,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000098157,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098158,1 ,0 ,1 ,0 ,4 ,2 
ENSMUSG00000098159,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098160,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098162,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098163,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098164,0 ,1 ,0 ,1 ,1 ,0 
ENSMUSG00000098165,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098166,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098167,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098169,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000098170,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098171,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098172,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000098173,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098174,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098175,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000098177,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098179,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098180,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098181,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098184,2 ,2 ,2 ,10 ,8 ,3 
ENSMUSG00000098185,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098186,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098187,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098189,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098190,3 ,0 ,2 ,1 ,2 ,0 
ENSMUSG00000098191,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098192,2 ,0 ,1 ,0 ,1 ,3 
ENSMUSG00000098193,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098194,0 ,0 ,1 ,0 ,1 ,2 
ENSMUSG00000098195,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000098197,0 ,3 ,4 ,1 ,0 ,0 
ENSMUSG00000098198,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000098199,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098200,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098201,0 ,0 ,0 ,5 ,0 ,0 
ENSMUSG00000098202,5 ,1 ,0 ,1 ,3 ,3 
ENSMUSG00000098203,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098204,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098205,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098206,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000098207,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098208,1 ,1 ,0 ,0 ,0 ,1 
ENSMUSG00000098209,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098211,6 ,3 ,5 ,0 ,2 ,2 
ENSMUSG00000098212,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098213,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098214,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098215,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098216,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098217,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098218,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098219,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098221,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098222,0 ,0 ,1 ,1 ,2 ,1 
ENSMUSG00000098223,0 ,5 ,0 ,0 ,0 ,1 
ENSMUSG00000098224,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098225,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098226,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098227,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098228,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098229,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098230,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098231,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098232,2 ,1 ,1 ,2 ,1 ,2 
ENSMUSG00000098233,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098235,1 ,0 ,1 ,2 ,1 ,1 
ENSMUSG00000098236,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098237,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098240,0 ,1 ,0 ,0 ,0 ,3 
ENSMUSG00000098241,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098242,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098243,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000098244,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098245,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098246,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098247,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098248,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098249,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098251,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098252,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098253,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098254,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098255,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098257,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098258,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098259,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098260,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098261,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098262,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098263,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098264,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098266,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098267,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098268,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098269,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098270,1 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000098271,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098272,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098273,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098276,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098278,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098279,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098280,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098281,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098282,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098284,5 ,1 ,2 ,2 ,1 ,4 
ENSMUSG00000098285,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098286,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098287,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098288,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098289,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098290,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098291,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098292,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098293,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098294,4 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000098295,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098296,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098297,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098298,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098299,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098300,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098302,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098303,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098304,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098305,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098306,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098307,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098308,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098309,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098310,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098311,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098312,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098313,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098314,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098315,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098316,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098317,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098319,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098320,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098322,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098323,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098325,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098326,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098327,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098328,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098329,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098330,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098331,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098333,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098334,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098335,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098336,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098338,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098339,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098340,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098341,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098342,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098343,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098344,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098345,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098346,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098347,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098348,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098349,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098350,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098351,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098353,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098354,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098355,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098356,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098357,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098358,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098359,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098360,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098361,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098362,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098363,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098364,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098365,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098366,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098367,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098368,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098370,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000098373,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098376,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098378,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098379,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098380,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098381,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098382,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098383,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098385,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098386,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098387,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098388,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098389,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098390,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098391,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098392,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098393,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098394,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098396,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098397,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098399,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098400,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098401,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098402,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098403,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098404,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098405,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098406,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098407,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098408,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098409,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098410,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000098412,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098413,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098414,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098415,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098416,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098417,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098418,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098419,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000098420,0 ,0 ,0 ,0 ,0 ,0 
